City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
449,Marovoay,MG,-16.1,46.6333,88.7,59,4,1.88,clear sky
450,Skelleftea,SE,64.7507,20.9528,19.99,64,100,3.0,overcast clouds
451,Christchurch,NZ,-43.5333,172.6333,67.03,68,100,1.01,overcast clouds
452,Monopoli,IT,40.9559,17.2896,49.77,61,0,11.03,clear sky
453,Ahuimanu,US,21.4447,-157.8378,73.85,73,0,6.91,clear sky
454,Oranjemund,NA,-28.55,16.4333,70.47,72,16,5.93,few clouds
455,Okhotsk,RU,59.3833,143.3,15.42,81,100,11.52,overcast clouds
456,San Roque,ES,36.2107,-5.3842,58.03,67,0,16.11,clear sky
457,San Ramon,US,37.7799,-121.978,52.99,72,0,1.99,clear sky
458,Sainte-Rose,GP,16.3324,-61.6979,69.84,94,0,1.14,clear sky
459,Half Moon Bay,US,37.4636,-122.4286,54.48,57,0,0.0,clear sky
460,Wilkie,CA,52.4168,-108.7014,25.9,79,100,5.75,overcast clouds
461,Lardos,GR,36.0942,28.0157,55.94,79,100,24.76,overcast clouds
462,Xining,CN,36.6167,101.7667,24.55,44,14,4.38,few clouds
463,Ha Giang,VN,22.8333,104.9833,60.67,86,98,4.65,overcast clouds
464,Delta,NG,5.5,6.0,80.6,21,100,3.76,overcast clouds
465,Conde,BR,-7.2597,-34.9075,74.66,100,75,0.0,broken clouds
466,Soyo,AO,-6.1349,12.3689,82.04,76,81,3.76,light rain
467,Nisia Floresta,BR,-6.0911,-35.2086,76.01,88,100,6.13,overcast clouds
468,Verkhnyaya Inta,RU,65.9811,60.3094,18.01,84,100,3.31,overcast clouds
469,Aswan,EG,24.0934,32.907,58.59,36,54,12.26,broken clouds
470,Kutum,SD,14.2,24.6667,60.01,16,4,9.17,clear sky
471,Holoby,UA,51.0865,25.0077,38.05,97,100,22.44,overcast clouds
472,Taua,BR,-5.9667,-40.3,68.79,92,99,2.39,overcast clouds
473,Manokwari,ID,-0.8667,134.0833,79.9,80,100,5.57,overcast clouds
474,Vanavara,RU,60.34,102.2797,3.45,92,100,2.98,overcast clouds
475,Finspang,SE,58.7058,15.7674,37.94,59,100,21.99,overcast clouds
476,Koumac,NC,-20.5667,164.2833,81.01,78,100,4.5,overcast clouds
477,Tobol,KZ,52.6844,62.5794,12.24,85,100,6.22,overcast clouds
478,Ola,RU,59.5833,151.2833,13.5,76,100,10.67,overcast clouds
479,Poshekhonye,RU,58.4993,39.1353,15.55,94,100,8.66,overcast clouds
480,Sistranda,NO,63.7256,8.834,37.36,65,100,32.7,light rain
481,Port Blair,IN,11.6667,92.75,81.84,63,87,5.88,overcast clouds
482,Pachino,IT,36.7186,15.0907,49.6,49,3,4.65,clear sky
483,Shanhetun,CN,44.7,127.2,6.37,93,38,3.94,scattered clouds
484,Ukiah,US,39.1502,-123.2078,49.01,72,0,0.0,clear sky
485,Oranjestad,AW,12.524,-70.027,77.52,73,10,11.34,clear sky
486,Mathbaria,BD,22.2876,89.9593,77.58,24,0,8.57,clear sky
487,Sakaiminato,JP,35.55,133.2333,40.46,91,100,15.61,overcast clouds
488,Ketchikan,US,55.3422,-131.6461,37.38,86,75,6.91,broken clouds
489,Margate,GB,51.3813,1.3862,38.3,84,5,1.01,clear sky
490,Mitzic,GA,0.7821,11.549,75.99,76,99,3.74,light rain
491,Berdigestyakh,RU,62.0989,126.6992,-13.54,100,100,2.89,overcast clouds
492,Kamaishi,JP,39.2667,141.8833,29.19,58,38,11.79,scattered clouds
493,Ust-Kut,RU,56.7938,105.7672,8.83,89,100,1.3,overcast clouds
494,Maraba,BR,-5.3686,-49.1178,73.58,100,20,0.0,few clouds
495,Dorogobuzh,RU,54.915,33.2972,24.89,95,100,15.66,light snow
496,Brae,GB,60.3964,-1.353,39.11,62,100,8.12,overcast clouds
497,Joshimath,IN,30.5667,79.5667,56.28,36,0,5.77,clear sky
498,Yima,CN,34.7381,111.8839,39.47,63,9,12.57,clear sky
499,Harwich,GB,51.9419,1.2844,36.0,85,8,3.0,clear sky
500,Chake Chake,TZ,-5.2459,39.7666,85.55,60,100,9.86,overcast clouds
501,Nador,MA,35.174,-2.9287,53.85,82,20,2.3,few clouds
502,Belyy Yar,RU,53.6039,91.3903,-2.31,78,29,0.0,mist
503,Dawlatabad,AF,36.4141,64.9053,47.52,59,100,4.88,overcast clouds
504,Buarcos,PT,40.166,-8.8768,48.78,46,30,7.78,scattered clouds
505,Grand Island,US,40.925,-98.342,30.29,53,0,1.99,clear sky
506,Itapolis,BR,-21.5956,-48.8128,68.95,95,100,8.37,overcast clouds
507,Klaksvik,FO,62.2266,-6.589,34.72,81,100,17.76,overcast clouds
508,Voh,NC,-20.9667,164.7,80.31,81,100,5.03,overcast clouds
509,Pitimbu,BR,-7.4706,-34.8086,75.79,82,100,8.19,light rain
510,Dawei,MM,14.0833,98.2,86.05,49,78,9.95,broken clouds
511,Riviere-Au-Renard,CA,48.9957,-64.3971,21.2,95,100,22.77,snow
512,Boa Vista,BR,2.8197,-60.6733,75.18,69,0,5.75,clear sky
513,Allapalli,IN,19.4167,80.0667,84.96,13,0,4.45,clear sky
514,Samana,DO,19.2056,-69.3369,69.96,77,0,2.26,clear sky
515,Tokur,RU,53.1333,132.9,-10.66,98,100,2.44,overcast clouds
516,Odweyne,SO,9.4092,45.064,80.02,12,55,11.48,broken clouds
517,Nemuro,JP,43.3236,145.575,19.85,55,95,11.81,overcast clouds
518,High Level,CA,58.5169,-117.136,1.51,85,100,9.22,light snow
519,Khuzdar,PK,27.7384,66.6434,66.36,22,0,9.53,clear sky
520,Eyl,SO,7.9803,49.8164,82.76,52,92,18.34,overcast clouds
521,Ust-Karsk,RU,52.7011,118.8077,3.07,91,7,0.6,clear sky
522,Visnes,NO,59.3556,5.2242,41.05,60,75,33.38,broken clouds
523,Pacific Grove,US,36.6177,-121.9166,51.62,84,0,4.61,clear sky
524,Panguna,PG,-6.3164,155.4848,71.24,94,100,1.61,overcast clouds
525,Hearst,CA,49.6835,-83.6665,-5.55,96,100,5.39,overcast clouds
526,Senanga,ZM,-16.1167,23.2667,64.99,96,100,9.53,light rain
527,Tuatapere,NZ,-46.1333,167.6833,61.83,91,100,2.15,overcast clouds
528,Mackay,AU,-21.15,149.2,81.68,75,9,12.62,clear sky
529,The Pas,CA,53.8251,-101.2541,1.42,85,75,8.05,broken clouds
530,Igarka,RU,67.4667,86.5833,-0.63,95,100,11.32,overcast clouds
531,Hovd,MN,48.0056,91.6419,-3.75,83,22,2.93,few clouds
532,Nuevo Progreso,MX,23.1667,-97.95,59.59,68,6,5.61,clear sky
533,Koping,SE,59.514,15.9926,38.5,57,100,19.64,overcast clouds
534,Itarema,BR,-2.9248,-39.9167,74.1,91,100,6.02,overcast clouds
535,Abalak,RU,58.1286,68.5944,10.54,86,100,6.6,overcast clouds
536,Miri,MY,4.4148,114.0089,78.94,94,40,2.3,scattered clouds
537,Sungaipenuh,ID,-2.0833,101.3833,75.6,77,99,2.37,overcast clouds
538,Kolvereid,NO,64.8655,11.6047,34.84,65,100,32.28,light snow
539,Santa Maria,BR,-29.6842,-53.8069,59.99,90,0,5.44,clear sky
540,Ukhta,RU,63.5671,53.6835,15.13,93,100,5.68,overcast clouds
541,Methoni,GR,36.8197,21.7049,53.46,60,3,8.41,clear sky
542,Coihaique,CL,-45.5752,-72.0662,43.41,75,20,2.3,few clouds
543,Kilindoni,TZ,-7.9139,39.6668,80.56,76,99,10.45,light rain
544,Gweta,BW,-20.1833,25.2333,72.77,76,100,14.7,overcast clouds
545,Kulhudhuffushi,MV,6.6221,73.07,82.69,72,15,15.41,few clouds
546,Kandrian,PG,-6.2167,149.55,80.67,78,100,13.67,overcast clouds
547,Pumiao,CN,22.75,108.4833,52.2,51,84,13.0,broken clouds
548,Eskisehir,TR,39.7767,30.5206,21.11,73,0,8.05,clear sky
549,Hanmer Springs,NZ,-42.5167,172.8167,57.81,83,100,2.64,overcast clouds
550,Pangkalanbuun,ID,-2.6833,111.6167,89.06,52,100,3.74,light rain
551,Troitskoye,RU,52.9821,84.6757,16.23,80,21,3.62,few clouds
552,The Valley,AI,18.217,-63.0578,76.1,75,7,12.62,clear sky
553,Danville,US,36.586,-79.395,20.21,58,0,3.44,clear sky
554,Bela Vista,BR,-22.1089,-56.5211,70.39,78,14,0.89,few clouds
555,Nautla,MX,20.2167,-96.7833,58.44,76,96,3.31,overcast clouds
556,Roald,NO,62.5833,6.1333,37.9,80,75,19.57,broken clouds
557,Dickson,US,36.077,-87.3878,33.04,47,100,3.0,overcast clouds
558,Smithers,CA,54.7804,-127.1743,28.72,100,100,2.3,overcast clouds
559,Mecca,SA,21.4267,39.8261,69.4,55,89,4.61,overcast clouds
560,Isangel,VU,-19.55,169.2667,78.94,90,100,11.99,overcast clouds
561,Kaduqli,SD,11.0167,29.7167,74.46,12,24,14.72,few clouds
562,Elban,RU,50.1018,136.5094,-16.69,100,91,2.15,overcast clouds
563,Lata,PT,40.1629,-8.3327,47.05,48,38,5.32,scattered clouds
564,Augusto Correa,BR,-1.0217,-46.635,72.66,95,100,2.77,light rain
565,Huangmei,CN,30.1924,116.025,42.64,63,83,3.18,broken clouds
566,Abengourou,CI,6.7297,-3.4964,72.99,35,12,2.37,few clouds
567,Deputatskiy,RU,69.3,139.9,-23.35,100,72,2.93,broken clouds
568,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,69.62,97,100,4.94,light rain
569,Port Hawkesbury,CA,45.6169,-61.3485,46.69,97,100,10.0,mist
570,Morro Bay,US,35.3658,-120.8499,53.56,62,0,1.99,clear sky
571,Buchanan,LR,5.8808,-10.0467,76.96,87,70,5.37,broken clouds
572,Adre,TD,13.4667,22.2,66.04,16,4,15.01,clear sky
573,Chiredzi,ZW,-21.05,31.6667,82.13,54,98,10.13,overcast clouds
574,Tete,MZ,-16.1564,33.5867,80.69,78,75,5.75,broken clouds
575,Victor Harbor,AU,-35.5667,138.6167,84.29,81,0,1.99,clear sky
576,Rajauri,IN,33.3833,74.3,62.19,31,52,3.13,broken clouds
577,Ambilobe,MG,-13.2,49.05,84.69,69,35,5.64,light rain
578,Chifeng,CN,42.2683,118.9636,26.01,21,3,5.26,clear sky
579,Bintulu,MY,3.1667,113.0333,84.61,84,40,8.05,thunderstorm
580,Gat,IL,31.61,34.7642,59.92,41,0,3.53,clear sky
581,Acapulco,MX,16.8634,-99.8901,75.02,83,40,3.44,scattered clouds
582,Lodja,CD,-3.4833,23.4333,84.11,53,100,2.44,overcast clouds
583,Taltal,CL,-25.4,-70.4833,63.23,84,39,2.21,scattered clouds
584,Polson,US,47.6936,-114.1632,23.14,64,36,2.37,scattered clouds
585,Eston,CA,51.1501,-108.7514,26.49,89,100,1.92,overcast clouds
586,Ostrovnoy,RU,68.0531,39.5131,19.96,93,100,10.96,light snow
587,Alcaniz,ES,41.05,-0.1333,53.74,44,0,2.1,clear sky
588,Yerbogachen,RU,61.2767,108.0108,1.71,95,100,4.27,overcast clouds
589,Alice Springs,AU,-23.7,133.8833,83.75,70,40,13.8,light intensity shower rain
590,Nishihara,JP,26.1842,127.7558,61.88,94,100,14.97,overcast clouds
591,Owasso,US,36.2695,-95.8547,47.55,52,0,0.0,clear sky
592,Bure,ET,10.7,37.0667,73.53,34,34,5.32,scattered clouds
593,Maceio,BR,-9.6658,-35.7353,76.44,88,75,2.3,broken clouds
594,Phek,IN,25.6667,94.5,54.05,47,65,3.33,broken clouds
595,Mugur-Aksy,RU,50.35,90.5,11.43,69,22,2.93,few clouds
596,Te Anau,NZ,-45.4167,167.7167,60.64,86,97,1.77,overcast clouds
597,Zhigansk,RU,66.7697,123.3711,-28.7,99,88,5.59,overcast clouds
598,San Vicente,AR,-26.6167,-54.1333,58.08,99,27,2.35,scattered clouds
599,Marau,BR,-28.4492,-52.2,60.62,87,67,4.9,broken clouds
600,Kyzyl,RU,51.7,94.45,-8.18,92,63,1.05,broken clouds
601,Kuytun,RU,54.3419,101.5036,0.03,95,78,2.71,broken clouds
602,Vilhena,BR,-12.7406,-60.1458,68.43,99,100,2.77,overcast clouds
603,Castelo Branco,PT,39.8222,-7.4909,38.79,51,4,5.35,clear sky
604,Lubango,AO,-14.9172,13.4925,67.71,52,99,4.99,overcast clouds
605,Erenhot,CN,43.6475,111.9767,11.97,80,100,16.89,overcast clouds
606,Rylsk,RU,51.5655,34.6822,24.31,95,100,19.89,snow
607,Kambove,CD,-10.8764,26.5969,63.93,97,100,4.43,moderate rain
608,Vendome,FR,47.8,1.0667,46.09,99,98,5.57,overcast clouds
609,Levittown,US,40.1551,-74.8288,13.42,68,0,1.01,clear sky
610,Cusco,PE,-13.5183,-71.9781,42.73,96,100,5.39,overcast clouds
611,Qaqortoq,GL,60.7167,-46.0333,9.1,83,78,6.33,broken clouds
612,Riyadh,SA,24.6877,46.7219,57.34,44,0,9.22,clear sky
613,Roma,US,43.2128,-75.4557,4.66,73,0,0.0,clear sky
614,Penzance,GB,50.1186,-5.5371,44.76,76,57,4.61,broken clouds
615,Guasdualito,VE,7.2424,-70.7324,77.0,65,99,3.44,overcast clouds
616,Laurel,US,39.0993,-76.8483,19.85,54,75,3.0,broken clouds
617,Esterhazy,CA,50.65,-102.0843,7.65,97,100,6.26,overcast clouds
618,Mount Isa,AU,-20.7333,139.5,85.77,58,100,10.36,heavy intensity rain
619,Daman,IN,20.4167,72.85,77.81,34,0,9.6,clear sky
620,Luau,AO,-10.7073,22.2247,72.36,83,99,7.76,light rain
621,Yilan,TW,24.757,121.753,56.55,88,100,7.61,light rain
622,Mehamn,NO,71.0357,27.8492,27.3,89,87,10.0,snow
623,Fort Nelson,CA,58.8053,-122.7002,0.99,78,100,5.75,light snow
624,Yatou,CN,37.15,122.3833,34.9,44,0,9.55,clear sky
625,Gondanglegi,ID,-7.7479,112.0132,80.17,85,99,7.16,moderate rain
626,Rio Tercero,AR,-32.173,-64.1141,60.46,69,0,5.44,clear sky
627,Nabinagar,BD,23.8917,90.9733,75.27,35,0,6.69,clear sky
628,Berezovyy,RU,51.6667,135.7,1.96,99,100,0.78,light snow
629,Peleduy,RU,59.6289,112.7406,-2.9,99,100,2.64,overcast clouds
630,Canavieiras,BR,-15.675,-38.9472,75.24,89,99,4.25,overcast clouds
631,Berbera,SO,10.4396,45.0143,78.93,55,98,9.31,overcast clouds
632,Luxor,EG,25.6989,32.6421,57.15,37,1,8.9,clear sky
633,Quzhou,CN,28.9594,118.8686,40.35,87,93,1.52,overcast clouds
634,Bayangol,RU,50.6977,103.4656,10.67,69,21,1.01,few clouds
635,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,69.6,99,84,3.98,broken clouds
636,Inhambane,MZ,-23.865,35.3833,81.55,55,100,8.34,overcast clouds
637,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.66,48,0,5.21,clear sky
638,Lac Du Bonnet,CA,50.2536,-96.0612,-8.41,100,96,0.27,overcast clouds
639,Eenhana,NA,-17.4667,16.3333,65.97,84,100,9.86,light rain
640,Socorro,US,31.6546,-106.3033,48.88,38,0,5.75,clear sky
641,Alofi,NU,-19.0595,-169.9187,76.89,94,100,4.61,overcast clouds
642,Suoyarvi,RU,62.0833,32.35,18.34,92,100,9.69,light snow
643,Kankan,GN,10.3854,-9.3057,71.62,22,10,5.32,clear sky
644,Payo,ID,-3.7508,103.6372,85.69,72,88,3.36,overcast clouds
645,Inuvik,CA,68.3499,-133.7218,-15.74,76,100,1.14,light snow
646,Hendaye,FR,43.3717,-1.7738,43.25,91,100,1.14,mist
647,Ribeira Brava,PT,32.65,-17.0667,63.23,36,5,7.87,clear sky
648,Tessalit,ML,20.1986,1.0114,66.76,15,5,13.62,clear sky
649,Baijiantan,CN,45.6333,85.1833,11.32,83,100,3.47,overcast clouds
650,Dhidhdhoo,MV,6.8833,73.1,82.76,73,16,15.7,few clouds
651,Dunedin,NZ,-45.8742,170.5036,61.81,80,100,5.99,overcast clouds
652,Cap Malheureux,MU,-19.9842,57.6142,87.48,58,42,8.99,scattered clouds
653,Zhangye,CN,38.9342,100.4517,23.86,36,0,2.55,clear sky
654,Oleksandrivka,UA,48.9634,32.2349,26.96,89,100,20.02,light snow
655,Mezen,RU,65.8522,44.24,12.16,92,100,9.75,overcast clouds
656,Badou,TG,7.5833,0.6,78.01,20,100,6.38,overcast clouds
657,Beloha,MG,-25.1667,45.05,95.54,23,10,5.23,clear sky
658,Bogande,BF,12.9714,-0.1436,69.93,14,5,15.7,clear sky
659,Asosa,ET,10.0667,34.5333,78.96,25,62,2.89,broken clouds
660,Okha,RU,53.5739,142.9478,-5.71,96,100,6.8,overcast clouds
661,Tommot,RU,58.9564,126.2925,-1.16,95,100,7.29,overcast clouds
662,San Andres,CO,12.5847,-81.7006,77.02,73,20,5.75,few clouds
663,Kimbe,PG,-5.5502,150.1429,78.93,87,91,3.36,light rain
664,Malyye Derbety,RU,47.9547,44.6808,32.23,86,86,18.75,light snow
665,Baoma,CN,31.4859,106.1128,49.23,52,99,4.9,overcast clouds
666,Mingshui,CN,36.7167,117.5,42.57,33,0,1.1,clear sky
667,Aksha,RU,50.2814,113.2867,7.97,74,15,5.44,few clouds
668,Sompeta,IN,18.9333,84.6,76.73,41,5,7.63,clear sky
669,Luan,CH,46.3592,6.9759,36.68,81,78,1.7,broken clouds
670,Talas,TR,38.6908,35.5538,16.47,73,75,4.61,broken clouds
671,Grants Pass,US,42.439,-123.3284,52.48,78,0,0.0,clear sky
672,Jacareacanga,BR,-6.2222,-57.7528,70.36,100,100,2.01,heavy intensity rain
673,Davila,PH,18.4726,120.5763,78.78,79,89,18.63,overcast clouds
674,Gaoua,BF,10.2992,-3.2508,73.56,17,3,8.97,clear sky
675,La Rioja,ES,42.25,-2.5,33.12,33,0,6.22,clear sky
676,Araouane,ML,18.9048,-3.5265,67.75,13,34,11.5,scattered clouds
677,Marsabit,KE,2.3284,37.9899,73.29,52,24,16.71,few clouds
